label,message,clean_email
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",feb   ltgt   love u day send dis ur value frnd evn   come ull gt marry d person u luv u ignore dis u lose ur luv   evr
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry not hav signal not see hear unusual ill case sort hug snog
ham,"Omw back to tampa from west palm, you hear what happened?",omw tampa west palm hear happen
ham,Yup no more already... Thanx 4 printing n handing it up.,yup thanx   printing n hand
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy flirt reply date   join uks fast grow mobile date service msgs rcvd p optout txt stop   reply date
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase state watch movie want
ham,S now only i took tablets . Reaction morning only.,s take tablet   reaction morning
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer   double min   double txt good orange tariff late camera phone   free mobileupd free   stoptxt tcs
ham,"Nah, I'm a perpetual DD",nah m perpetual dd
ham,Sorry de i went to shop.,sorry de go shop
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoy new content text stop   unsubscribe helpp provide tonesyoucouk
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way show deep affection care n luv kettoda manda nice day da
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey want yogasana coz end cine bathe hav steam bath
ham,Nope i'm not drivin... I neva develop da photos lei...,nope m drivin neva develop da photo lei
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,think go reg pract lesson fling advance haha wat time u go
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool   ltgt   inch long hope like big
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand
ham,Okie.. Thanx..,okie thanx
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,  day euro kickoff u keep inform late news result daily unsubscribe send euro stop
ham,Go where n buy? Juz buy when we get there lar.,n buy juz buy lar
ham,Ok lor...,ok lor
ham,I'm working technical support :)voice process.,m work technical support voice process
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week break brain go mush
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde wish great day abiola
ham,Nope... C Ì_ then...,nope c  
ham,No. But we'll do medical missions to nigeria,medical mission nigeria
ham,No i am not having not any movies in my laptop,have movie laptop
ham,Whatsup there. Dont u want to sleep,whatsup not u want sleep
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,urgent   landline   cash luxury   canary islands holiday await collection tcs sae award maq ppm  
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent   landline complimentary   lux costa del sol holiday   cash await collection ppm   sae tcs james   ehrr
ham,I havent lei.. Next mon can?,not lei mon
ham,Mm feeling sleepy. today itself i shall get that dear,mm feel sleepy today shall dear
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,dare stupid will not tell hear will not talk
ham,Do Ì_ noe if ben is going?,  noe ben go
ham,Can you do a mag meeting this avo at some point?,mag meeting avo point
ham,I meant middle left or right?,mean middle left right
ham,Really? I crashed out cuddled on my sofa.,crash cuddled sofa
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi try call u unable reach u   pl miss cal u c tiz msg   kanagu
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",send price mean   ltgt g
ham,Are you this much buzy,buzy
ham,Nothing. Can...,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,not know u u not know send chat   let find pmsg rcvd hgsuitelandsrowwjhl ldn   year
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,  work ring u thing houseful scream brat   pull hair love u
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,family respond room go home diwali call come make feel like die
ham,"Tick, tick, tick ... Babe",tick tick tick   babe
ham,R Ì_ going 4 today's meeting?,r   go   today meeting
ham,K da:)how many page you want?,k dahow page want
ham,Ya had just now.onion roast.,ya nowonion roast
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number reply tomorrow morning say like ok
ham,You said not now. No problem. When you can. Let me know.,say problem let know
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,ok tell half hr b u come need   prepare
ham,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok   u lor
ham,Sat right? Okay thanks... ,sit right okay thank
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp bad dude want party dude file complaint drug abuser live
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ok chinese food way fat pay lipo
ham,We r outside already.,r outside
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch   remember decide easter
ham,Yo we are watching a movie on netflix,yo watch movie netflix
ham,What time. IÛ÷m out until prob 3 or so,time m prob  
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash ah dun mind dun see lose weight gee
ham,I dont thnk its a wrong calling between us,not thnk wrong calling
ham,I am not sure about night menu. . . I know only about noon menu,sure night menu    know noon menu
ham,ARR birthday today:) i wish him to get more oscar.,arr birthday today wish oscar
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel firefox load plus sign user place number low number number pick number pin display okay
ham, and  picking them up from various points,    pick point
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,marry local woman look discreet action   real match instantly phone text match   msg cost p   stop txt stop bcmsfwcnxx
ham,Wow v v impressed. Have funs shopping!,wow v v impressed fun shop
ham,I am on the way to ur home,way ur home
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,burger king   wanna play footy stadium   burger king st sept large super cocacola walk winner
ham,No problem. Talk to you later,problem talk later
ham,Then ur sis how?,ur sis
ham,Still in customer place,customer place
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,come take little time child afraid dark teenager want stay night
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw telugutht gudk gud nyt
ham,We confirm eating at esplanade?,confirm eat esplanade
ham,Send me your id and password,send d password
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind take garage centre exhaust need replace order n take fix tomo morning
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",ur chance win   cash wk txt action   tscs wwwmovietriviatv custcare   xpwk
ham,Well I might not come then...,come
ham,Long after I quit. I get on only like 5 minutes a day as it is.,long quit like   minute day
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,likely call mittelschmertz google not paracetamol not worry
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,right m go to check todays steam salespee text want come
ham,"Just arrived, see you in a couple days &lt;3",arrive couple day lt
ham,"K, wat s tht incident?",k wat s tht incident
ham,Yeah get the unlimited,yeah unlimited
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd b enuff get conclusion n content pg n reference ill b da content pg n cover pg
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forget take   year shower sorry atyour phone dead
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,  get wat buy tell   need come
ham,When you are big..| God will bring success.,big god bring success
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,uve bin award   play   instant cash   claim th player win min   optout
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",  r stayin extra week d rugby weekend hi   c u soon ham
ham,Not from this campus. Are you in the library?,campus library
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit say   ltgt   e twiggs st division g courtroom   ltgt   lttimegt   ill double check text tomorrow
ham,How will I creep on you now? ;_;,creep
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan valentine day   lturlgt
ham,If I get there before you after your ten billion calls and texts so help me god,billion call text help god
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity friendship smile read forwarded messageit smile see gud evng musthu
ham,I've told him that i've returned it. That should i re order it.,ve tell ve return order
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post office
ham,Depends on where u going lor.,depend u go lor
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,smile right world wonder smile think crazy away   grin
spam,FreeMsg>FAV XMAS TONES!Reply REAL,freemsgfav xmas tonesreply real
ham,Lil fever:) now fine:),lil fever fine
ham,I think it's all still in my car,think car
ham,Can a not?,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december mobile mth entitle update late colour camera mobile free mobile update co free  
ham,Yes princess! I want to catch you with my big strong hands...,yes princess want catch big strong hand
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forget u   shopping
ham,Mm so you asked me not to call radio,mm ask radio
ham,Thinkin about someone is all good. No drugs for that,thinkin good drug
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",slowly godi love amp need youclean heart bloodsend special people amp u c miracle tomorrow itplspls
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy shower possessiveness pour u ur love one bcoz world lie golden gift love truly
ham,"Alright if you're sure, let me know when you're leaving",alright sure let know leave
ham,Some are lasting as much as 2 hours. You might get lucky.,last   hour lucky
ham,Genius what's up. How your brother. Pls send his number to my skype.,genius s brother pls send number skype
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr poly tone   mob direct u rply poly title   eg poly breathe title crazyin sleepingwith fine ymca getzedcouk poboxowwq p
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno r ur goin   dinner den b able join
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,not forget own s private property   good boy   passionate kiss
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora   late order interflora flower christmas    place order midnight tomorrow
ham,Oh god..taken the teeth?is it paining,oh godtaken teethis pain
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam respond presence warm outgoing bring real breath sunshine
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,u ask darren n pick u lor oso sian tmr haf   meet lect
ham,No need to buy lunch for me.. I eat maggi mee..,need buy lunch eat maggi mee
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratulation   thank good friend u win   xmas prize   claim easy   p minute btnationalrate
ham,Ok lor...,ok lor
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok ill sure load work day   get nasty cough today dry n shoot help
ham,Wife.how she knew the time of murder exactly,wifehow know time murder exactly
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send logo   ur lover    name join heart txt love mobno eg love adam eve     yahoo poboxwwq txtno   ad p
ham,Howz that persons story,howz person story
ham,Thanx 4 sending me home...,thanx   send home
ham,Its normally hot mail. Com you see!,normally hot mail com
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",ve win tkts euro cup final   cash collect   b pobox ppm
ham,U sick still can go shopping?,u sick shop
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya fine bbdpooja pimpleseven blackand ur rite cold wear sweatter
ham,Nice.nice.how is it working?,nicenicehow work
ham,1's reach home call me.,s reach home
ham,Were trying to find a Chinese food place around here,try find chinese food place
ham,"Easy mate, * guess the quick drink was bit ambitious.",easy mate   guess quick drink bit ambitious
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe   miiiiiiissssssssss   need   crave     geeee   m sad babe   love
ham,Ok thanx...,ok thanx
ham,aathi..where are you dear..,aathiwhere dear
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji s queen wish great day abiola
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rise day u love frndship   misscall amp send ur frndz amp miss call u u miss u marry ur lover
ham,Will be out of class in a few hours. Sorry,class hour sorry
ham,Wat time u finish ur lect today?,wat time u finish ur lect today
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",freemessage jamsterget crazy frog sound poly text mad real text mad    crazy sound   gbpweek tcs apply
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story man   week bday wife not wish parent forget n kid   go work colleague wish enter cabin pa say   happy bday boss   feel special askd   lunch lunch invite apartment go say u mind bedroom minute    ok se sexy mood come   minut latr wid caken wife parent kidz friend n colleague screaming surprise   wait sofa     naked
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",chance reality fantasy    p min ntt ltd po box   croydon cr wb   national   rate
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,s fine good hear dear happy new year oh
ham,Are you going to wipro interview today?,go wipro interview today
ham,how tall are you princess?,tall princess
ham,I doubt you could handle 5 times per night in any case...,doubt handle   time night case
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,haha hope   hear receipt sound gd luck
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,go to death m go to leave note say rob fault avenge
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb u itu indian version let itleave finally kerala version stop strike
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,today m workin free oso gee thgt u workin ur frens shop  
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choice toss coin becoz settle question coin air u know heart hop gudni
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god create gap finger come amp fill gap hold hand love
ham,I want to be there so i can kiss you and feel you next to me,want kiss feel
ham,I am not at all happy with what you saying or doing,happy say
spam,Adult 18 Content Your video will be with you shortly,adult   content video shortly
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok b lovely u r sure think wot u want drinkin dancin eatin cinema u wot  
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,m say not explicitly tell nora know m probably go to bother
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),say hi ass south tampa preferably kegger
ham,Smith waste da.i wanna gayle.,smith waste dai wanna gayle
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum ve send message get want know actually get enjoy rest day
ham,"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow   ltgt  
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",chance reality fantasy    p min ntt ltd po box   croydon cr wb   national   rate
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,actually time go bed long speak wake   night
ham,See you there! ,
ham,I dont understand your message.,not understand message
ham,Crucify is c not s. You should have told me earlier.,crucify c s tell early
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",idk say move butt head freedom vs responsibility m tired shit deal m barely keep get add
ham,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key fuck come tho
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,past say train durham coz reserved seat
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boy want hot xxx pic send direct   ur phone txt porn   hrs free p day stop text stopbcm sf wcnxx
ham,U still painting ur wall?,u paint ur wall
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",chance claim ur   worth discount voucher today text shop   savamob offer mobile t cs savamob pobox muz   sub
ham,Printer is cool. I mean groovy. Wine is groovying,printer cool mean groovy wine groovye
ham,Hi Harish's rent has been transfred to ur Acnt.,hi harishs rent transfre ur acnt
ham,Anything lor is she coming?,lor come
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe good nowadayslot shop showroomscity shape good
ham,ÌÏ still attending da talks?,  attend da talk
ham,No probs hon! How u doinat the mo?,prob hon u doinat mo
ham,K I'll take care of it,k ill care
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,not phone callon friday assume will not year
ham,My battery is low babe,battery low babe
ham,Shuhui has bought ron's present it's a swatch watch...,shuhui buy ron present swatch watch
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah s bit left ill swing tomorrow
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe say   hour    internet
ham,K I'll be sure to get up before noon and see what's what,k ill sure noon s
ham,K...k...yesterday i was in cbe .,kkyesterday cbe
ham,Went to ganesh dress shop,go ganesh dress shop
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdatenow   double min   txts orange tariff late motorola sonyericsson   nokia   bluetooth free mobileupd   calloptoutyhl
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,  collect ur laptop go configure da setting izzit
ham,If you r @ home then come down within 5 min,r   home come   min
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight   late probably close   jay tyler trip
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,come aftr   ltdecimalgt m clean house
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbalance currently   pound   maximize ur cashin send cash   pmsg cc   po box   tcrw
ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",bill letter m expect orange not bill orange
ham,Tell me pa. How is pain de.,tell pa pain de
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin hope nice night wish come not wait love fran ps want dirty anal sex want   man gang bang
ham,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ha not know clever simple thing pear day perfect christmas
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",helloooo wake sweet morning welcome enjoy day joy gud mrng
ham,ALRITE,alrite
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,sit wait summer day celebrate magical sight world dress white oooooh let snow
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent mobile number award   prize guarantee   land line claim   valid hrs
ham,How do you guys go to see movies on your side.,guy movie
ham,"Sorry,in meeting I'll call later",sorryin meeting ill later
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,not tell thatnow m think plus s go stop run
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,kindly send flat   ltdecimalgt   today
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry u unsubscribe mob offer package min term   week pls resubmit request expiry reply themob help   info
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,lor bit bored y dun u home early   sleep today
ham,What time should I tell my friend to be around?,time tell friend
ham,Yes. that will be fine. Love you. Be safe.,yes fine love safe
ham,Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt
ham,Is xy in ur car when u picking me up?,xy ur car u pick
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx   time ve spend geva bin mint ur baby want uxxxx
ham,"Yo, any way we could pick something up tonight?",yo way pick tonight
ham,I've not sent it. He can send me.,ve send send
ham,Fine am simply sitting.,fine simply sit
ham,Thts god's gift for birds as humans hav some natural gift frm god..,tht god gift bird human hav natural gift frm god
ham,Are you coming to day for class.,come day class
ham,Im done. Just studyn in library,m studyn library
ham,Ok... U enjoy ur shows...,ok u enjoy ur show
ham,Anything...,
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,wuld baby thought mite break not wanna crazy everyboy need lady xxxxxxxx
ham,Wat's my dear doing? Sleeping ah?,wat dear sleep ah
ham,Hi' Test on  &lt;#&gt; rd ....,hi test   ltgt rd
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,  student solve cat question xam   ltgt    ltgt    ltgt     tell answer u r brilliantthingi get d answr
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo know   ltgt   able buy liquor guy flaked right not hold somebody   loko night
ham,Yup n her fren lor. I'm meeting my fren at 730.,yup n fren lor m meet fren
ham,"Yeah, we got one lined up for us",yeah get line
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",stop wonder wow go stop tme   tm want   laugh
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep yesterday get fireplace icon sit
ham,Hey i've booked the pilates and yoga lesson already... Haha,hey ve book pilate yoga lesson haha
ham,Are you ok. What happen to behave like this,ok happen behave like
spam,You have 1 new message. Please call 08712400200.,  new message
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find   lor thk student not ask tell u aft ask
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",hello news job make wait fifth week yeah m woozle weasel exeter home  
ham,No message..no responce..what happend?,messageno responcewhat happend
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message await collection collect message
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",hey babe sorry not soon gary come fix cause think know not far ptbo say cost   ltgt   buck not know cheap find   not second hand machine right let know want babe
ham,make that 3! 4 fucks sake?! x,   fuck sake x
ham,Leave it. U will always be ignorant.,leave u ignorant
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),nope ill b go   sch fri early lor cos mys sis get paper da morn
ham,at bruce b downs &amp; fletcher now,bruce b downs amp fletcher
ham,Where are you ? You said you would be here when I woke ... :-(,  say wake  
ham,Hey now am free you can call me.,hey free
ham,Tell me whos this pls:-),tell s pls
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent mobile award   bonus caller prize   final attempt   contact u
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",think miss teach til lecture damn work thing
ham,Id have to check but there's only like 1 bowls worth left,d check s like   bowl worth left
ham,Yes there were many sweets,yes sweet
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,m cozy exhaust nightnobody go school work close
